record_id,parking_lot_id,zone,slot_id,entry_time,exit_time,day_of_week,is_weekend,vehicle_type
2725,PL02,D,D22,2024-03-29 19:57:00,2024-03-29 23:55:00,Friday,0,Bike
2726,PL02,C,C14,2024-02-27 10:25:00,2024-02-27 13:27:00,Tuesday,0,SUV
2727,PL03,D,D9,2024-01-10 10:11:00,2024-01-10 11:42:00,Wednesday,0,Car
2728,PL04,A,A50,2024-05-03 07:18:00,2024-05-03 07:58:00,Friday,0,EV
2729,PL03,A,A36,2024-02-13 18:37:00,2024-02-13 22:18:00,Tuesday,0,SUV
2730,PL02,B,B14,2024-02-11 09:40:00,2024-02-11 12:46:00,Sunday,1,EV
2731,PL03,D,D11,2024-07-09 12:10:00,2024-07-09 15:29:00,Tuesday,0,SUV
2732,PL03,B,B20,2024-07-03 12:52:00,2024-07-03 16:01:00,Wednesday,0,Car
2733,PL04,D,D42,2024-08-08 18:39:00,2024-08-08 22:35:00,Thursday,0,Bike
2734,PL04,D,D25,2024-02-23 20:39:00,2024-02-23 23:32:00,Friday,0,Bike
2735,PL03,C,C2,2024-09-25 08:01:00,2024-09-25 10:26:00,Wednesday,0,EV
2736,PL04,C,C44,2024-11-03 06:56:00,2024-11-03 09:14:00,Sunday,1,EV
2737,PL01,A,A32,2024-08-16 09:25:00,2024-08-16 10:49:00,Friday,0,SUV
2738,PL03,B,B11,2024-11-28 07:02:00,2024-11-28 08:37:00,Thursday,0,Bike
2739,PL01,C,C30,2024-01-09 13:36:00,2024-01-09 16:08:00,Tuesday,0,EV
2740,PL03,A,A5,2024-10-28 18:08:00,2024-10-28 19:44:00,Monday,0,SUV
2741,PL04,B,B6,2024-08-05 08:26:00,2024-08-05 09:56:00,Monday,0,Car
2742,PL01,D,D13,2024-09-16 12:37:00,2024-09-16 15:26:00,Monday,0,Car
2743,PL04,A,A43,2024-08-06 09:20:00,2024-08-06 13:00:00,Tuesday,0,EV
2744,PL04,A,A7,2024-02-22 10:45:00,2024-02-22 12:35:00,Thursday,0,Car
2745,PL03,A,A22,2024-10-05 15:42:00,2024-10-05 16:46:00,Saturday,1,EV
2746,PL01,A,A20,2024-10-11 13:38:00,2024-10-11 14:45:00,Friday,0,SUV
2747,PL04,C,C27,2024-08-24 16:59:00,2024-08-24 18:27:00,Saturday,1,Bike
2748,PL03,D,D3,2024-09-08 19:01:00,2024-09-08 19:48:00,Sunday,1,Car
2749,PL01,C,C37,2024-05-13 12:37:00,2024-05-13 16:05:00,Monday,0,EV
2750,PL03,B,B3,2024-01-21 17:57:00,2024-01-21 19:27:00,Sunday,1,EV
2751,PL02,B,B49,2024-11-10 09:08:00,2024-11-10 12:56:00,Sunday,1,Car
2752,PL01,B,B1,2024-04-05 11:40:00,2024-04-05 13:46:00,Friday,0,SUV
2753,PL02,A,A42,2024-07-10 08:57:00,2024-07-10 09:50:00,Wednesday,0,Car
2754,PL04,A,A23,2024-06-19 06:55:00,2024-06-19 08:19:00,Wednesday,0,Bike
2755,PL04,D,D25,2024-04-15 18:15:00,2024-04-15 19:37:00,Monday,0,SUV
2756,PL02,D,D48,2024-06-24 15:43:00,2024-06-24 19:23:00,Monday,0,SUV
2757,PL04,B,B35,2024-03-15 19:26:00,2024-03-15 20:39:00,Friday,0,Car
2758,PL04,A,A25,2024-03-25 08:02:00,2024-03-25 10:02:00,Monday,0,Car
2759,PL01,C,C30,2024-10-04 12:23:00,2024-10-04 14:07:00,Friday,0,SUV
2760,PL01,C,C20,2024-04-11 22:02:00,2024-04-11 23:28:00,Thursday,0,Car
2761,PL02,D,D12,2024-09-30 18:19:00,2024-09-30 19:49:00,Monday,0,Bike
2762,PL02,A,A8,2024-07-02 19:34:00,2024-07-02 20:45:00,Tuesday,0,SUV
2763,PL04,B,B22,2024-05-09 12:17:00,2024-05-09 15:55:00,Thursday,0,SUV
2764,PL04,A,A26,2024-05-06 06:09:00,2024-05-06 09:14:00,Monday,0,Car
2765,PL01,D,D33,2024-04-16 20:24:00,2024-04-16 23:21:00,Tuesday,0,EV
2766,PL01,A,A29,2024-02-26 09:56:00,2024-02-26 12:20:00,Monday,0,EV
2767,PL03,B,B44,2024-02-16 16:30:00,2024-02-16 19:50:00,Friday,0,Car
2768,PL02,A,A2,2024-05-24 13:11:00,2024-05-24 16:32:00,Friday,0,SUV
2769,PL03,C,C31,2024-11-09 11:10:00,2024-11-09 14:04:00,Saturday,1,SUV
2770,PL04,D,D50,2024-04-28 13:17:00,2024-04-28 14:08:00,Sunday,1,Bike
2771,PL01,A,A47,2024-12-27 09:58:00,2024-12-27 13:50:00,Friday,0,SUV
2772,PL03,B,B18,2024-07-30 11:55:00,2024-07-30 13:37:00,Tuesday,0,Bike
2773,PL03,D,D5,2024-02-14 07:50:00,2024-02-14 09:46:00,Wednesday,0,SUV
2774,PL03,B,B29,2024-09-16 22:48:00,2024-09-16 23:38:00,Monday,0,EV
2775,PL04,A,A39,2024-06-06 22:31:00,2024-06-06 23:47:00,Thursday,0,SUV
2776,PL01,B,B50,2024-08-12 15:37:00,2024-08-12 18:59:00,Monday,0,EV
2777,PL02,A,A38,2024-01-19 08:34:00,2024-01-19 09:10:00,Friday,0,SUV
2778,PL03,D,D14,2024-09-03 08:20:00,2024-09-03 09:04:00,Tuesday,0,Bike
2779,PL02,D,D5,2024-12-15 21:49:00,2024-12-15 22:44:00,Sunday,1,Bike
2780,PL03,B,B3,2024-02-21 10:38:00,2024-02-21 12:37:00,Wednesday,0,Car
2781,PL01,C,C41,2024-05-02 06:47:00,2024-05-02 08:17:00,Thursday,0,SUV
2782,PL04,B,B42,2024-11-21 10:55:00,2024-11-21 12:17:00,Thursday,0,SUV
2783,PL04,B,B5,2024-02-17 19:59:00,2024-02-17 22:37:00,Saturday,1,SUV
2784,PL01,B,B34,2024-03-13 12:18:00,2024-03-13 14:09:00,Wednesday,0,Car
2785,PL04,D,D21,2024-06-28 21:09:00,2024-06-28 22:22:00,Friday,0,SUV
2786,PL03,C,C13,2024-11-26 15:29:00,2024-11-26 17:21:00,Tuesday,0,SUV
2787,PL04,D,D24,2024-11-13 16:51:00,2024-11-13 17:33:00,Wednesday,0,Car
2788,PL03,B,B12,2024-09-19 19:50:00,2024-09-19 21:34:00,Thursday,0,Bike
2789,PL04,B,B16,2024-10-07 16:03:00,2024-10-07 16:37:00,Monday,0,Bike
2790,PL03,B,B10,2024-08-26 14:09:00,2024-08-26 16:51:00,Monday,0,EV
2791,PL01,A,A12,2024-06-30 11:07:00,2024-06-30 14:41:00,Sunday,1,Car
2792,PL03,B,B32,2024-07-17 12:20:00,2024-07-17 15:13:00,Wednesday,0,SUV
2793,PL04,D,D30,2024-10-09 10:33:00,2024-10-09 14:32:00,Wednesday,0,Bike
2794,PL01,B,B18,2024-02-11 07:39:00,2024-02-11 08:46:00,Sunday,1,EV
2795,PL02,A,A19,2024-10-31 20:47:00,2024-10-31 21:33:00,Thursday,0,Bike
2796,PL02,D,D11,2024-05-06 19:42:00,2024-05-06 21:48:00,Monday,0,Bike
2797,PL04,A,A38,2024-05-16 19:33:00,2024-05-16 22:00:00,Thursday,0,SUV
2798,PL03,A,A30,2024-12-15 19:46:00,2024-12-15 23:29:00,Sunday,1,EV
2799,PL04,A,A4,2024-06-19 16:05:00,2024-06-19 19:21:00,Wednesday,0,SUV
2800,PL03,B,B37,2024-01-09 06:31:00,2024-01-09 07:38:00,Tuesday,0,Car
2801,PL02,C,C8,2024-05-06 19:09:00,2024-05-06 19:55:00,Monday,0,EV
2802,PL02,D,D1,2024-02-14 19:40:00,2024-02-14 20:33:00,Wednesday,0,EV
2803,PL04,C,C17,2024-05-25 22:51:00,2024-05-26 01:37:00,Saturday,1,SUV
2804,PL02,D,D6,2024-07-14 16:02:00,2024-07-14 17:51:00,Sunday,1,SUV
2805,PL02,B,B34,2024-07-19 09:23:00,2024-07-19 11:46:00,Friday,0,Car
2806,PL03,A,A20,2024-02-02 08:19:00,2024-02-02 11:00:00,Friday,0,Car
2807,PL03,B,B3,2024-02-04 21:27:00,2024-02-05 01:08:00,Sunday,1,EV
2808,PL01,A,A45,2024-10-02 07:14:00,2024-10-02 10:13:00,Wednesday,0,Car
2809,PL04,B,B30,2024-08-07 20:56:00,2024-08-08 00:49:00,Wednesday,0,SUV
2810,PL03,D,D41,2024-02-19 16:04:00,2024-02-19 18:26:00,Monday,0,Car
2811,PL02,D,D42,2024-11-25 06:00:00,2024-11-25 07:35:00,Monday,0,SUV
2812,PL03,B,B42,2024-04-16 09:42:00,2024-04-16 11:25:00,Tuesday,0,Bike
2813,PL03,C,C32,2024-09-04 22:48:00,2024-09-04 23:34:00,Wednesday,0,EV
2814,PL04,C,C26,2024-09-08 11:34:00,2024-09-08 14:01:00,Sunday,1,SUV
2815,PL02,C,C40,2024-11-20 09:39:00,2024-11-20 10:28:00,Wednesday,0,Car
2816,PL03,C,C21,2024-12-18 18:43:00,2024-12-18 21:27:00,Wednesday,0,SUV
2817,PL03,C,C48,2024-05-14 14:46:00,2024-05-14 15:45:00,Tuesday,0,Bike
2818,PL04,A,A29,2024-12-19 18:09:00,2024-12-19 20:57:00,Thursday,0,SUV
2819,PL01,D,D44,2024-01-30 18:39:00,2024-01-30 21:41:00,Tuesday,0,Bike
2820,PL04,B,B48,2024-05-29 15:02:00,2024-05-29 15:34:00,Wednesday,0,Car
2821,PL03,B,B42,2024-02-19 12:56:00,2024-02-19 16:55:00,Monday,0,Car
2822,PL03,B,B18,2024-02-20 08:22:00,2024-02-20 11:49:00,Tuesday,0,SUV
2823,PL01,C,C27,2024-04-21 19:34:00,2024-04-21 21:07:00,Sunday,1,EV
2824,PL04,C,C4,2024-08-06 14:48:00,2024-08-06 18:46:00,Tuesday,0,Car
2825,PL04,C,C35,2024-01-13 09:50:00,2024-01-13 11:01:00,Saturday,1,Car
2826,PL04,A,A16,2024-06-10 19:26:00,2024-06-10 22:16:00,Monday,0,Bike
2827,PL02,D,D16,2024-02-11 15:18:00,2024-02-11 16:35:00,Sunday,1,Car
2828,PL04,C,C4,2024-05-21 17:53:00,2024-05-21 18:44:00,Tuesday,0,EV
2829,PL02,D,D32,2024-02-23 06:04:00,2024-02-23 08:40:00,Friday,0,Bike
2830,PL02,D,D15,2024-01-05 07:01:00,2024-01-05 09:27:00,Friday,0,Bike
2831,PL02,A,A18,2024-12-14 14:44:00,2024-12-14 17:10:00,Saturday,1,SUV
2832,PL02,A,A9,2024-11-12 14:09:00,2024-11-12 14:58:00,Tuesday,0,EV
2833,PL02,D,D47,2024-08-14 17:57:00,2024-08-14 21:41:00,Wednesday,0,SUV
2834,PL03,D,D9,2024-06-22 22:10:00,2024-06-22 23:02:00,Saturday,1,EV
2835,PL02,C,C43,2024-12-18 09:46:00,2024-12-18 11:30:00,Wednesday,0,Car
2836,PL03,B,B19,2024-11-16 07:12:00,2024-11-16 08:44:00,Saturday,1,Car
2837,PL03,B,B8,2024-02-04 21:21:00,2024-02-04 23:41:00,Sunday,1,Car
2838,PL03,A,A25,2024-04-29 13:01:00,2024-04-29 16:20:00,Monday,0,Bike
2839,PL04,A,A48,2024-07-19 21:56:00,2024-07-20 00:42:00,Friday,0,Bike
2840,PL02,A,A44,2024-03-13 22:43:00,2024-03-14 00:11:00,Wednesday,0,Car
2841,PL02,C,C19,2024-03-10 13:45:00,2024-03-10 14:35:00,Sunday,1,Bike
2842,PL02,D,D28,2024-11-06 09:21:00,2024-11-06 11:44:00,Wednesday,0,Car
2843,PL03,A,A37,2024-07-13 19:58:00,2024-07-13 22:18:00,Saturday,1,SUV
2844,PL02,A,A40,2024-01-03 13:02:00,2024-01-03 15:04:00,Wednesday,0,Car
2845,PL04,C,C4,2024-11-21 09:31:00,2024-11-21 11:04:00,Thursday,0,SUV
2846,PL02,A,A21,2024-01-04 07:42:00,2024-01-04 08:53:00,Thursday,0,SUV
2847,PL01,B,B50,2024-08-16 18:10:00,2024-08-16 19:37:00,Friday,0,Bike
2848,PL04,A,A35,2024-03-04 21:24:00,2024-03-04 22:28:00,Monday,0,SUV
2849,PL03,B,B30,2024-07-22 21:10:00,2024-07-23 01:03:00,Monday,0,Car
2850,PL03,D,D12,2024-09-04 20:49:00,2024-09-04 23:13:00,Wednesday,0,SUV
2851,PL03,A,A48,2024-07-12 09:37:00,2024-07-12 11:12:00,Friday,0,SUV
2852,PL04,C,C27,2024-01-30 16:13:00,2024-01-30 17:53:00,Tuesday,0,EV
2853,PL03,A,A40,2024-04-15 10:29:00,2024-04-15 12:47:00,Monday,0,EV
2854,PL03,D,D9,2024-07-18 12:13:00,2024-07-18 14:09:00,Thursday,0,Bike
2855,PL03,C,C46,2024-12-10 11:40:00,2024-12-10 12:49:00,Tuesday,0,Bike
2856,PL04,B,B38,2024-08-20 08:15:00,2024-08-20 12:00:00,Tuesday,0,Car
2857,PL02,A,A13,2024-07-15 07:41:00,2024-07-15 08:14:00,Monday,0,Car
2858,PL01,A,A41,2024-02-23 15:03:00,2024-02-23 16:29:00,Friday,0,Bike
2859,PL02,C,C18,2024-02-05 10:03:00,2024-02-05 10:50:00,Monday,0,Car
2860,PL04,D,D34,2024-12-23 12:14:00,2024-12-23 12:59:00,Monday,0,SUV
2861,PL02,C,C49,2024-04-03 12:46:00,2024-04-03 14:06:00,Wednesday,0,EV
2862,PL03,D,D11,2024-01-11 17:33:00,2024-01-11 18:51:00,Thursday,0,SUV
2863,PL02,D,D48,2024-02-23 22:17:00,2024-02-24 01:43:00,Friday,0,SUV
2864,PL04,B,B9,2024-12-01 10:53:00,2024-12-01 13:04:00,Sunday,1,Car
2865,PL03,A,A39,2024-06-30 06:14:00,2024-06-30 07:00:00,Sunday,1,EV
2866,PL03,C,C40,2024-03-19 21:38:00,2024-03-19 22:25:00,Tuesday,0,Bike
2867,PL01,B,B1,2024-11-23 18:22:00,2024-11-23 20:39:00,Saturday,1,SUV
2868,PL03,D,D44,2024-04-22 08:02:00,2024-04-22 08:53:00,Monday,0,SUV
2869,PL01,C,C1,2024-11-04 15:59:00,2024-11-04 19:36:00,Monday,0,EV
2870,PL02,B,B27,2024-11-27 06:35:00,2024-11-27 07:17:00,Wednesday,0,EV
2871,PL04,B,B37,2024-08-25 16:51:00,2024-08-25 20:04:00,Sunday,1,EV
2872,PL04,B,B23,2024-09-06 11:51:00,2024-09-06 13:17:00,Friday,0,Car
2873,PL02,A,A49,2024-06-14 18:32:00,2024-06-14 21:45:00,Friday,0,Bike
2874,PL04,B,B26,2024-09-28 19:21:00,2024-09-28 20:08:00,Saturday,1,Car
2875,PL04,D,D23,2024-07-19 16:37:00,2024-07-19 18:23:00,Friday,0,EV
2876,PL02,C,C50,2024-02-24 17:48:00,2024-02-24 19:54:00,Saturday,1,SUV
2877,PL03,D,D6,2024-01-16 20:17:00,2024-01-16 22:39:00,Tuesday,0,EV
2878,PL01,D,D11,2024-01-27 18:51:00,2024-01-27 21:17:00,Saturday,1,EV
2879,PL02,C,C22,2024-09-06 22:51:00,2024-09-07 00:17:00,Friday,0,SUV
2880,PL03,B,B14,2024-09-06 13:49:00,2024-09-06 17:21:00,Friday,0,SUV
2881,PL02,D,D4,2024-12-26 21:57:00,2024-12-27 00:44:00,Thursday,0,Bike
2882,PL01,A,A14,2024-02-01 06:02:00,2024-02-01 09:29:00,Thursday,0,Car
2883,PL04,B,B25,2024-03-06 15:39:00,2024-03-06 16:50:00,Wednesday,0,SUV
2884,PL04,A,A17,2024-01-02 22:43:00,2024-01-03 01:03:00,Tuesday,0,Car
2885,PL03,A,A38,2024-07-11 20:34:00,2024-07-11 23:52:00,Thursday,0,Bike
2886,PL02,D,D41,2024-11-13 13:37:00,2024-11-13 16:35:00,Wednesday,0,SUV
2887,PL01,D,D7,2024-05-05 22:04:00,2024-05-06 00:28:00,Sunday,1,Car
2888,PL04,D,D41,2024-07-25 12:09:00,2024-07-25 15:30:00,Thursday,0,EV
2889,PL02,B,B8,2024-08-23 19:25:00,2024-08-23 22:57:00,Friday,0,SUV
2890,PL03,D,D16,2024-10-04 20:12:00,2024-10-04 20:47:00,Friday,0,Car
2891,PL03,B,B30,2024-08-31 19:00:00,2024-08-31 20:02:00,Saturday,1,Car
2892,PL02,A,A48,2024-09-23 11:10:00,2024-09-23 14:13:00,Monday,0,EV
2893,PL03,C,C47,2024-11-06 12:59:00,2024-11-06 16:13:00,Wednesday,0,Bike
2894,PL03,C,C38,2024-03-15 14:20:00,2024-03-15 16:28:00,Friday,0,Bike
2895,PL02,B,B44,2024-03-02 06:46:00,2024-03-02 09:38:00,Saturday,1,Bike
2896,PL03,C,C36,2024-05-14 07:31:00,2024-05-14 08:53:00,Tuesday,0,Car
2897,PL04,B,B24,2024-09-02 19:02:00,2024-09-02 19:46:00,Monday,0,Bike
2898,PL02,C,C41,2024-07-29 08:06:00,2024-07-29 10:54:00,Monday,0,Car
2899,PL02,D,D31,2024-08-02 13:31:00,2024-08-02 16:15:00,Friday,0,Bike
2900,PL03,D,D10,2024-02-22 15:10:00,2024-02-22 16:42:00,Thursday,0,EV
2901,PL02,C,C20,2024-11-28 20:46:00,2024-11-28 23:43:00,Thursday,0,Bike
2902,PL04,C,C33,2024-11-11 09:37:00,2024-11-11 10:39:00,Monday,0,SUV
2903,PL01,A,A39,2024-03-27 12:21:00,2024-03-27 13:59:00,Wednesday,0,Bike
2904,PL03,B,B5,2024-08-25 06:47:00,2024-08-25 07:32:00,Sunday,1,Bike
2905,PL02,C,C50,2024-06-07 11:15:00,2024-06-07 14:12:00,Friday,0,Car
2906,PL02,A,A19,2024-05-03 11:14:00,2024-05-03 14:18:00,Friday,0,SUV
2907,PL01,D,D27,2024-02-14 06:47:00,2024-02-14 08:15:00,Wednesday,0,Car
2908,PL03,A,A7,2024-01-31 20:46:00,2024-01-31 22:32:00,Wednesday,0,SUV
2909,PL04,D,D24,2024-03-09 06:09:00,2024-03-09 07:24:00,Saturday,1,SUV
2910,PL02,C,C32,2024-03-31 16:50:00,2024-03-31 20:01:00,Sunday,1,Bike
2911,PL01,A,A9,2024-11-27 20:12:00,2024-11-28 00:11:00,Wednesday,0,Car
2912,PL03,D,D29,2024-06-19 21:24:00,2024-06-20 01:08:00,Wednesday,0,SUV
2913,PL01,C,C12,2024-05-16 21:25:00,2024-05-16 22:31:00,Thursday,0,Car
2914,PL01,C,C43,2024-12-31 13:36:00,2024-12-31 17:28:00,Tuesday,0,Bike
2915,PL02,A,A11,2024-12-31 19:07:00,2024-12-31 20:07:00,Tuesday,0,SUV
2916,PL02,C,C11,2024-07-03 08:20:00,2024-07-03 09:33:00,Wednesday,0,SUV
2917,PL04,A,A42,2024-01-20 13:00:00,2024-01-20 16:39:00,Saturday,1,Car
2918,PL03,D,D15,2024-07-11 17:21:00,2024-07-11 18:46:00,Thursday,0,Car
2919,PL03,A,A27,2024-07-20 06:54:00,2024-07-20 10:32:00,Saturday,1,EV
2920,PL03,D,D25,2024-04-08 18:52:00,2024-04-08 19:42:00,Monday,0,EV
2921,PL03,A,A40,2024-01-15 10:37:00,2024-01-15 13:25:00,Monday,0,Bike
2922,PL04,C,C40,2024-06-27 08:57:00,2024-06-27 10:51:00,Thursday,0,Bike
2923,PL03,B,B46,2024-12-23 16:24:00,2024-12-23 19:26:00,Monday,0,Bike
2924,PL03,C,C34,2024-08-25 16:23:00,2024-08-25 19:54:00,Sunday,1,Car
2925,PL03,D,D15,2024-08-10 06:21:00,2024-08-10 07:12:00,Saturday,1,SUV
2926,PL01,D,D27,2024-03-17 12:12:00,2024-03-17 14:46:00,Sunday,1,SUV
2927,PL03,A,A48,2024-12-18 09:13:00,2024-12-18 10:27:00,Wednesday,0,Bike
2928,PL04,C,C41,2024-01-11 06:42:00,2024-01-11 09:14:00,Thursday,0,Bike
2929,PL02,B,B23,2024-04-26 18:41:00,2024-04-26 21:06:00,Friday,0,Bike
2930,PL02,D,D34,2024-05-30 18:50:00,2024-05-30 20:51:00,Thursday,0,Car
2931,PL04,C,C15,2024-05-21 16:55:00,2024-05-21 19:59:00,Tuesday,0,Bike
2932,PL01,D,D20,2024-05-20 11:23:00,2024-05-20 14:10:00,Monday,0,Car
2933,PL02,C,C50,2024-11-21 21:12:00,2024-11-22 01:07:00,Thursday,0,Car
2934,PL04,A,A44,2024-11-13 19:03:00,2024-11-13 22:10:00,Wednesday,0,Bike
2935,PL02,C,C39,2024-07-12 15:08:00,2024-07-12 18:45:00,Friday,0,EV
2936,PL01,D,D43,2024-11-23 08:39:00,2024-11-23 09:16:00,Saturday,1,EV
2937,PL02,A,A19,2024-05-27 20:03:00,2024-05-27 22:51:00,Monday,0,EV
2938,PL03,C,C31,2024-10-21 10:40:00,2024-10-21 11:37:00,Monday,0,Car
2939,PL02,A,A44,2024-09-02 15:32:00,2024-09-02 16:16:00,Monday,0,Bike
2940,PL01,A,A48,2024-05-01 09:43:00,2024-05-01 13:09:00,Wednesday,0,EV
2941,PL04,C,C26,2024-01-03 15:26:00,2024-01-03 17:05:00,Wednesday,0,SUV
2942,PL04,B,B40,2024-05-11 08:07:00,2024-05-11 08:56:00,Saturday,1,Car
2943,PL02,A,A25,2024-01-30 08:02:00,2024-01-30 08:52:00,Tuesday,0,SUV
2944,PL01,C,C7,2024-10-31 21:58:00,2024-11-01 00:03:00,Thursday,0,EV
2945,PL04,A,A19,2024-03-04 20:00:00,2024-03-04 22:32:00,Monday,0,Bike
2946,PL02,C,C28,2024-07-26 08:06:00,2024-07-26 08:59:00,Friday,0,Bike
2947,PL04,C,C18,2024-12-27 17:19:00,2024-12-27 19:11:00,Friday,0,SUV
2948,PL04,C,C31,2024-08-02 07:14:00,2024-08-02 09:28:00,Friday,0,Car
2949,PL01,D,D13,2024-01-08 14:32:00,2024-01-08 15:16:00,Monday,0,Car
2950,PL01,A,A50,2024-12-26 21:16:00,2024-12-27 00:21:00,Thursday,0,Bike
2951,PL03,B,B47,2024-03-20 17:40:00,2024-03-20 19:00:00,Wednesday,0,Car
2952,PL04,B,B15,2024-06-01 12:46:00,2024-06-01 15:30:00,Saturday,1,EV
2953,PL01,B,B2,2024-05-30 18:02:00,2024-05-30 20:56:00,Thursday,0,SUV
2954,PL04,A,A25,2024-09-21 07:23:00,2024-09-21 08:00:00,Saturday,1,Car
2955,PL04,D,D5,2024-11-07 22:39:00,2024-11-08 02:30:00,Thursday,0,Bike
2956,PL04,C,C27,2024-01-05 07:55:00,2024-01-05 11:36:00,Friday,0,Bike
2957,PL03,A,A4,2024-10-09 14:52:00,2024-10-09 17:18:00,Wednesday,0,Car
2958,PL03,B,B11,2024-04-20 12:07:00,2024-04-20 12:40:00,Saturday,1,SUV
2959,PL04,A,A27,2024-02-26 07:33:00,2024-02-26 10:15:00,Monday,0,Bike
2960,PL04,B,B15,2024-09-08 19:49:00,2024-09-08 21:16:00,Sunday,1,SUV
2961,PL02,C,C19,2024-06-24 09:27:00,2024-06-24 10:28:00,Monday,0,Car
2962,PL02,B,B36,2024-05-18 12:55:00,2024-05-18 13:52:00,Saturday,1,Bike
2963,PL04,A,A47,2024-08-27 14:58:00,2024-08-27 17:29:00,Tuesday,0,EV
2964,PL03,C,C29,2024-06-05 20:37:00,2024-06-06 00:27:00,Wednesday,0,EV
2965,PL04,B,B28,2024-02-24 08:52:00,2024-02-24 10:55:00,Saturday,1,SUV
2966,PL02,B,B2,2024-11-12 07:28:00,2024-11-12 08:01:00,Tuesday,0,Bike
2967,PL03,D,D16,2024-08-08 10:49:00,2024-08-08 14:28:00,Thursday,0,Car
2968,PL03,D,D43,2024-12-14 18:55:00,2024-12-14 20:39:00,Saturday,1,Car
2969,PL01,D,D19,2024-03-24 07:57:00,2024-03-24 10:16:00,Sunday,1,Car
2970,PL04,A,A25,2024-06-02 16:06:00,2024-06-02 19:43:00,Sunday,1,EV
2971,PL01,A,A28,2024-02-12 20:23:00,2024-02-12 23:42:00,Monday,0,SUV
2972,PL04,C,C28,2024-09-02 19:15:00,2024-09-02 21:14:00,Monday,0,Bike
2973,PL04,D,D38,2024-07-22 18:19:00,2024-07-22 19:15:00,Monday,0,Car
2974,PL03,A,A10,2024-11-28 14:53:00,2024-11-28 15:32:00,Thursday,0,Bike
2975,PL04,A,A18,2024-04-22 12:12:00,2024-04-22 14:29:00,Monday,0,Car
2976,PL03,D,D45,2024-09-27 18:31:00,2024-09-27 21:48:00,Friday,0,Car
2977,PL04,B,B29,2024-09-06 10:10:00,2024-09-06 12:25:00,Friday,0,EV
2978,PL03,A,A50,2024-08-19 20:31:00,2024-08-19 23:30:00,Monday,0,EV
2979,PL04,A,A42,2024-08-24 14:21:00,2024-08-24 18:11:00,Saturday,1,Bike
2980,PL03,B,B43,2024-04-06 14:36:00,2024-04-06 18:21:00,Saturday,1,SUV
2981,PL01,A,A42,2024-10-24 09:43:00,2024-10-24 12:44:00,Thursday,0,Bike
2982,PL01,B,B16,2024-11-29 08:12:00,2024-11-29 09:42:00,Friday,0,SUV
2983,PL02,C,C12,2024-10-09 14:16:00,2024-10-09 18:11:00,Wednesday,0,SUV
2984,PL02,A,A34,2024-05-10 06:36:00,2024-05-10 09:05:00,Friday,0,SUV
2985,PL03,D,D28,2024-11-26 14:06:00,2024-11-26 14:57:00,Tuesday,0,Bike
2986,PL04,D,D50,2024-06-30 20:44:00,2024-07-01 00:20:00,Sunday,1,EV
2987,PL01,C,C11,2024-12-09 06:49:00,2024-12-09 08:31:00,Monday,0,EV
2988,PL03,D,D16,2024-03-08 19:53:00,2024-03-08 23:09:00,Friday,0,SUV
2989,PL04,C,C7,2024-04-21 15:20:00,2024-04-21 16:49:00,Sunday,1,Car
2990,PL04,A,A26,2024-03-08 20:20:00,2024-03-09 00:03:00,Friday,0,Bike
2991,PL03,B,B14,2024-01-23 19:31:00,2024-01-23 20:24:00,Tuesday,0,Car
2992,PL02,A,A48,2024-11-06 18:32:00,2024-11-06 21:40:00,Wednesday,0,EV
2993,PL03,C,C2,2024-11-11 10:08:00,2024-11-11 13:16:00,Monday,0,SUV
2994,PL02,B,B48,2024-11-18 16:19:00,2024-11-18 17:47:00,Monday,0,EV
2995,PL04,C,C19,2024-08-05 19:33:00,2024-08-05 21:52:00,Monday,0,Bike
2996,PL01,B,B37,2024-11-07 07:51:00,2024-11-07 09:02:00,Thursday,0,Bike
2997,PL04,A,A18,2024-08-11 18:36:00,2024-08-11 19:27:00,Sunday,1,SUV
2998,PL01,C,C24,2024-02-06 07:11:00,2024-02-06 08:59:00,Tuesday,0,Bike
2999,PL02,B,B46,2024-03-16 21:55:00,2024-03-17 01:38:00,Saturday,1,EV
3000,PL02,A,A39,2024-10-07 16:49:00,2024-10-07 19:40:00,Monday,0,SUV
3001,PL01,B,B26,2024-10-28 17:09:00,2024-10-28 20:11:00,Monday,0,Bike
3002,PL03,C,C25,2024-12-02 09:53:00,2024-12-02 13:11:00,Monday,0,Car
3003,PL03,D,D19,2024-03-01 14:45:00,2024-03-01 17:53:00,Friday,0,SUV
3004,PL01,A,A21,2024-06-06 16:00:00,2024-06-06 19:35:00,Thursday,0,EV
3005,PL04,A,A12,2024-05-02 22:36:00,2024-05-03 00:26:00,Thursday,0,SUV
3006,PL01,D,D19,2024-07-10 09:45:00,2024-07-10 10:58:00,Wednesday,0,EV
3007,PL03,B,B10,2024-10-25 21:09:00,2024-10-25 22:37:00,Friday,0,SUV
3008,PL01,A,A9,2024-06-02 06:25:00,2024-06-02 07:16:00,Sunday,1,Bike
3009,PL01,A,A25,2024-02-26 21:57:00,2024-02-27 01:19:00,Monday,0,Car
3010,PL01,A,A43,2024-09-20 21:29:00,2024-09-20 23:34:00,Friday,0,SUV
3011,PL01,D,D48,2024-04-21 08:07:00,2024-04-21 11:00:00,Sunday,1,Car
3012,PL01,B,B5,2024-07-22 19:08:00,2024-07-22 22:24:00,Monday,0,EV
